Source,Time Since Burst (days),Flux (mJy),Error (mJy),Type,Redshift,Year,is_limit,In the paper
GRB 210704A,134.4494792,0.165,0,Non-Detection,2.34,2021,TRUE,TRUE
GRB 210704A,138.480787,0.165,0.018,Detection,2.34,2021,FALSE,TRUE
GRB 210704A,141.453669,0.215,0.018,Detection,2.34,2021,FALSE,TRUE
GRB 210704A,163.4804167,0.255,0,Non-Detection,2.34,2021,TRUE,TRUE
GRB 210704A,168.3601042,0.219,0,Non-Detection,2.34,2021,TRUE,TRUE
GRB 210704A,171.3720602,0.321,0,Non-Detection,2.34,2021,TRUE,TRUE
GRB 210704A,197.3827431,0.135,0,Non-Detection,2.34,2021,TRUE,TRUE
GRB 210704A,203.3476273,0.2,0.025,Detection,2.34,2021,FALSE,TRUE
GRB 210704A,213.3307292,0.24,0.011,Detection,2.34,2021,FALSE,TRUE
GRB 210704A,222.1821759,0.096,0,Non-Detection,2.34,2021,TRUE,TRUE
GRB 210706A,1.777673611,0.399,0,Non-Detection,Unknown,2021,TRUE,FALSE
GRB 210706A,6.77787037,0.93,0,Non-Detection,Unknown,2021,TRUE,FALSE
GRB 210706A,23.68921296,0.72,0,Non-Detection,Unknown,2021,TRUE,FALSE
GRB 210706A,27.17478009,0.315,0,Non-Detection,Unknown,2021,TRUE,FALSE
GRB 210708B,0.095856481,0.667,0.02,Detection,Unknown,2021,FALSE,FALSE
GRB 210726A,1.783796296,0.261,0,Non-Detection,0.35,2021,TRUE,FALSE
GRB 210726A,3.95375,0.201,0,Non-Detection,0.35,2021,TRUE,FALSE
GRB 210726A,6.923391204,0.162,0,Non-Detection,0.35,2021,TRUE,FALSE
GRB 210726A,8.942858796,0.279,0,Non-Detection,0.35,2021,TRUE,FALSE
GRB 210726A,14.8766088,0.195,0,Non-Detection,0.35,2021,TRUE,FALSE
GRB 210726A,24.80636574,0.181,0.023,Detection,0.35,2021,FALSE,FALSE
GRB 210726A,26.81614583,0.153,0,Non-Detection,0.35,2021,TRUE,FALSE
GRB 210726A,28.75256944,0.123,0,Non-Detection,0.35,2021,TRUE,FALSE
GRB 210726A,31.76729167,0.156,0,Non-Detection,0.35,2021,TRUE,FALSE
GRB 210726A,32.21178241,0.156,0,Non-Detection,0.35,2021,TRUE,FALSE
GRB 210726A,34.76465278,0.201,0,Non-Detection,0.35,2021,TRUE,FALSE
GRB 210726A,35.75976852,0.255,0,Non-Detection,0.35,2021,TRUE,FALSE
GRB 210726A,38.74469907,0.099,0,Non-Detection,0.35,2021,TRUE,FALSE
GRB 210726A,45.7040625,0.516,0,Non-Detection,0.35,2021,TRUE,FALSE
GRB 210726A,52.70297454,0.168,0,Non-Detection,0.35,2021,TRUE,FALSE
GRB 210726A,56.67612269,0.393,0,Non-Detection,0.35,2021,TRUE,FALSE
GRB 210730A,0.361608796,0.246,0,Non-Detection,Unknown,2021,TRUE,FALSE
GRB 210730A,4.263425926,0.753,0,Non-Detection,Unknown,2021,TRUE,FALSE
GRB 210807A,2.838460648,0.222,0,Non-Detection,Unknown,2021,TRUE,FALSE
GRB 210807A,5.970150463,0.3,0,Non-Detection,Unknown,2021,TRUE,FALSE
GRB 210807A,6.981990741,0.291,0,Non-Detection,Unknown,2021,TRUE,FALSE
GRB 210807A,9.965462963,0.609,0,Non-Detection,Unknown,2021,TRUE,FALSE
GRB 210820A,2.339236111,0.225,0,Non-Detection,Unknown,2021,TRUE,FALSE
GRB 210820A,5.497268519,0.657,0,Non-Detection,Unknown,2021,TRUE,FALSE
GRB 210820A,7.45025463,0.408,0,Non-Detection,Unknown,2021,TRUE,FALSE
GRB 210822A,2.557523148,0.42,0,Non-Detection,1.736,2021,TRUE,FALSE
GRB 210822A,4.552071759,0.261,0,Non-Detection,1.736,2021,TRUE,FALSE
GRB 210822A,7.502314815,0.381,0,Non-Detection,1.736,2021,TRUE,FALSE
GRB 210912A,3.849861111,0.264,0,Non-Detection,Unknown,2021,TRUE,FALSE
GRB 210912A,7.847939815,0.231,0,Non-Detection,Unknown,2021,TRUE,FALSE
GRB 210912A,14.2687963,0.357,0,Non-Detection,Unknown,2021,TRUE,FALSE
GRB 210919A,5.344201389,0.954,0,Non-Detection,0.2411,2021,TRUE,FALSE
GRB 210919A,13.21295139,0.228,0,Non-Detection,0.2411,2021,TRUE,FALSE
GRB 210930A,1.4546875,0.318,0,Non-Detection,Unknown,2021,TRUE,FALSE
GRB 211023B,1.52775463,0.285,0,Non-Detection,0.862,2021,TRUE,FALSE
GRB 211023B,10.46856481,0.213,0,Non-Detection,0.862,2021,TRUE,FALSE
GRB 211023B,18.37329861,0.18,0,Non-Detection,0.862,2021,TRUE,FALSE
GRB 211024B,1.471724537,0.252,0,Non-Detection,1.1137,2021,TRUE,FALSE
GRB 211024B,8.3778125,0.228,0,Non-Detection,1.1137,2021,TRUE,FALSE
GRB 211024B,16.34766204,0.384,0,Non-Detection,1.1137,2021,TRUE,FALSE
GRB 211025A,1.229328704,0.276,0,Non-Detection,Unknown,2021,TRUE,FALSE
GRB 211221A,0.109039352,0.234,0,Non-Detection,Unknown,2021,TRUE,FALSE
GRB 220101A,12.43994213,0.262,0.016,Detection,4.618,2022,FALSE,FALSE
GRB 220101A,14.41229167,0.237,0.019,Detection,4.618,2022,FALSE,FALSE
GRB 220101A,16.39231481,0.249,0.015,Detection,4.618,2022,FALSE,FALSE
GRB 220101A,19.51708333,0.173,0.023,Detection,4.618,2022,FALSE,FALSE
GRB 220101A,21.50262731,0.2,0.019,Detection,4.618,2022,FALSE,FALSE
GRB 220101A,23.51725694,0.232,0.043,Detection,4.618,2022,FALSE,FALSE
GRB 220107A,5.28349537,0.123,0,Non-Detection,1.246,2022,TRUE,FALSE
GRB 220118A,0.52193287,0.234,0,Non-Detection,Unknown,2022,TRUE,FALSE
GRB 220404A,0.043148704,0.21,0,Non-Detection,Unknown,2022,TRUE,FALSE
GRB 220408A,0.841890648,0.546,0,Non-Detection,Unknown,2022,TRUE,FALSE
GRB 220412A,2.4641075,0.677,0.022,Detection,Unknown,2022,FALSE,FALSE
GRB 220412A,14.36763759,0.624,0.007,Detection,Unknown,2022,FALSE,FALSE
GRB 220412A,23.36521861,0.8,0.003,Detection,Unknown,2022,FALSE,FALSE
GRB 220501A,0.682121667,0.45,0,Non-Detection,Unknown,2022,TRUE,FALSE
GRB 221009A,0.13086935,24.74,1.241881,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,0.17253935,33.32,1.667733,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,0.21419935,42.65,2.133926,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,0.25586935,47.76,2.485688,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,1.03160935,26.47,1.374246,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,1.11193935,27.96,1.418451,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,1.19816935,25.688,1.286252,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,1.35675935,21.68,1.091767,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,2.10955935,12.334,0.61971,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,2.29309935,11.699,0.586835,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,3.12137935,9.12,0.460331,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,3.12137935,9.238,0.465653,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,4.13180935,7.968,0.405584,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,4.29732935,7.683,0.386025,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,5.09721935,7.181,0.364029,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,5.28420935,7.053,0.355768,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,6.10626935,6.682,0.338597,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,6.28285935,6.841,0.346132,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,7.06474935,5.994,0.307318,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,8.26562935,5.588,0.281584,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,9.13200935,4.524,0.232326,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,10.13689935,4.223,0.215892,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,11.17155935,3.927,0.205906,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,11.17155935,3.927,0.205906,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,11.17155935,3.927,0.205906,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,12.13904935,3.458,0.192664,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,12.13904935,3.458,0.192664,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,12.13904935,3.458,0.192664,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,13.31082935,3.829,0.211549,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,13.31082935,3.829,0.211549,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,13.31082935,3.829,0.211549,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,14.13771935,3.661,0.206696,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,14.13771935,3.661,0.206696,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,14.13771935,3.661,0.206696,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,15.34366935,2.63,0.192074,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,15.34366935,2.63,0.192074,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,15.34366935,2.63,0.192074,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,16.11427935,3.362,0.18287,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,16.11427935,3.362,0.18287,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,16.11427935,3.362,0.18287,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,18.11435935,3.29,0.197889,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,18.11435935,3.29,0.197889,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,19.11993935,2.66,0.172595,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,25.01559935,1.904,0.12435,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,26.01494935,1.614,0.0949,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,27.01083935,1.512,0.125361,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,28.07616935,1.47,0.124106,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,29.09401935,1.644,0.0962,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,31.07539935,1.618,0.0902,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,32.07612935,1.963,0.115037,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,33.13088935,1.582,0.0886,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,34.10460935,1.794,0.0946,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,35.14204935,1.615,0.095,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,36.07074935,1.46,0.0945,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,37.10957935,1.406,0.0809,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,38.10337935,1.618,0.0902,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,39.00688935,2.03,0.109097,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,40.09652935,1.521,0.0859,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,41.08895935,1.718,0.0964,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,42.11011935,1.379,0.0829,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,43.07400935,1.65,0.216348,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,44.03436935,1.411,0.0888,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,45.04541935,1.27,0.153728,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,46.06833935,1.325,0.114184,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,47.02859935,1.388,0.0886,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,48.05979935,1.223,0.0759,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,49.06433935,1.201,0.0907,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,50.07441935,1.323,0.0758,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,51.02632935,1.158,0.0812,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,53.01186935,1.118,0.0865,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,54.06591935,1.187,0.0802,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,55.04587935,1.388,0.0833,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,56.04280935,1.09,0.0871,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,56.98709935,1.08,0.09,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,58.07023935,0.957,0.0605,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,59.02595935,0.929,0.0824,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,60.04988935,0.84,0.0547,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,61.04230935,0.624,0.0598,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,62.07800935,0.869,0.0741,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,62.97485935,0.874,0.0817,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,72.98841935,0.513,0.0888,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,74.00231935,0.721,0.085,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,74.93863935,0.686,0.173426,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,75.99199935,0.507,0.0525,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,78.01978935,0.469,0.0472,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,79.01116935,0.487,0.0638,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,85.95500935,0.221,0.221276,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,88.97520935,0.487,0.0477,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,91.96977935,0.402,0.0484,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,92.93821935,0.502,0.119662,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,98.91534935,0.3,0.0455,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,99.93131935,0.37,0.0441,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,104.9280594,0.317,0.0796,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,114.8910593,0.359,0.0376,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,119.8870994,0.29,0.0482,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,120.8698293,0.271,0.047,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,127.7966093,0.234478,0.0486,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,133.6943494,0.277387,0.0446,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,137.7485293,0.294803,0.0547,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,142.6829293,0.211737,0.0483,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,146.7544193,0.405872,0.0356,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,147.6561194,0.335058,0.047,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,159.7417793,0.420285,0.0703,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,162.6947993,0.345636,0.0438,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,167.6146794,0.495,0,Non-Detection,0.151,2022,TRUE,FALSE
GRB 221009A,170.5933194,0.429276,0.0396,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,194.6373094,0.33,0.0351,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,196.7966693,0.288,0.0378,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,197.6207993,0.332,0.0343,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,201.6133393,0.28,0.0349,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,207.7839393,0.192,0.0647,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,208.7039994,0.147,0,Non-Detection,0.151,2022,TRUE,FALSE
GRB 221009A,209.6240494,0.123,0.0415,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,217.5869794,0.123,0.0415,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,221.5469594,0.147,0.0495,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,221.5615094,0.186,0.0129,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,225.5505894,0.171,0.0576,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,229.6331593,0.09,0.0323,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,243.5184093,0.114,0,Non-Detection,0.151,2022,TRUE,FALSE
GRB 221009A,257.4036494,0.168,0,Non-Detection,0.151,2022,TRUE,FALSE
GRB 221009A,299.4011593,0.233,0.0331,Detection,0.151,2022,FALSE,FALSE
GRB 221009A,306.3704194,0.555,0,Non-Detection,0.151,2022,TRUE,FALSE
GRB 221009A,313.3377193,0.156,0,Non-Detection,0.151,2022,TRUE,FALSE
GRB 221009A,313.3796893,0.723,0,Non-Detection,0.151,2022,TRUE,FALSE
GRB 221009A,320.2630394,0.237,0,Non-Detection,0.151,2022,TRUE,FALSE
GRB 230510A,1.748148889,0.162,0,Non-Detection,Unknown,2023,TRUE,FALSE
GRB 230812B,2.052542963,0.287,0.024,Detection,0.36,2023,FALSE,FALSE
GRB 230812B,3.101755926,0.147,0,Non-Detection,0.36,2023,TRUE,FALSE
GRB 230818A,54.55199787,0.252,0,Non-Detection,2.42,2023,TRUE,FALSE
GRB 231129A,1.465785463,0.129,0,Non-Detection,Unknown,2023,TRUE,FALSE
GRB 231129A,5.535206759,0.399,0,Non-Detection,Unknown,2023,TRUE,FALSE
GRB 231215A,2.507174167,0.222,0.038,Detection,2.305,2023,FALSE,FALSE
GRB 231215A,15.3620237,0.561,0,Non-Detection,2.305,2023,TRUE,FALSE
GRB 231215A,22.37084315,0.1478,0.0086,Detection,2.305,2023,FALSE,FALSE
GRB 231215A,28.42792648,0.168,0.014,Detection,2.305,2023,FALSE,FALSE
GRB 231222B,8.16124537,0.375,0,Non-Detection,Unknown,2023,TRUE,FALSE
GRB 231222B,15.17746065,0.153,0,Non-Detection,Unknown,2023,TRUE,FALSE
GRB 240414A,6.773274352,0.297,0,Non-Detection,Unknown,2024,TRUE,FALSE
GRB 240414A,14.71759148,0.09,0,Non-Detection,Unknown,2024,TRUE,FALSE
GRB 240418A,2.189805833,0.192,0,Non-Detection,Unknown,2024,TRUE,FALSE
GRB 240511A,3.519141667,0.603,0.041,Detection,Unknown,2024,FALSE,FALSE
GRB 240511A,4.481097685,0.474,0.032,Detection,Unknown,2024,FALSE,FALSE
GRB 240529A,4.134120278,0.975,0.031,Detection,2.695,2024,FALSE,TRUE
GRB 240529A,6.138367963,1.642,0.021,Detection,2.695,2024,FALSE,TRUE
GRB 240529A,9.121388796,1.722,0.021,Detection,2.695,2024,FALSE,TRUE
GRB 240529A,11.11612259,0.777,0.023,Detection,2.695,2024,FALSE,TRUE
GRB 240529A,13.11600685,0.689,0.041,Detection,2.695,2024,FALSE,TRUE
GRB 240529A,15.21376148,0.772,0.034,Detection,2.695,2024,FALSE,TRUE
GRB 240529A,17.09886565,0.531,0.051,Detection,2.695,2024,FALSE,TRUE
GRB 240529A,20.29269667,0.58,0.062,Detection,2.695,2024,FALSE,TRUE
GRB 240529A,22.18908556,0.611,0.039,Detection,2.695,2024,FALSE,TRUE
GRB 240529A,24.23209481,0.51,0.037,Detection,2.695,2024,FALSE,TRUE
GRB 240529A,26.20585639,0.339,0.042,Detection,2.695,2024,FALSE,TRUE
GRB 240529A,35.08017352,0.383,0.148,Detection,2.695,2024,FALSE,TRUE
GRB 240529A,37.20693278,0.372,0,Non-Detection,2.695,2024,TRUE,TRUE
GRB 240529A,40.07143509,0.299,0.011,Detection,2.695,2024,FALSE,TRUE
GRB 240529A,100.7530902,0.327,0,Non-Detection,2.695,2024,TRUE,TRUE
GRB 240619A,3.501423519,1.49,0.013,Detection,Unknown,2024,FALSE,TRUE
GRB 240619A,15.47627306,0.825,0.038,Detection,Unknown,2024,FALSE,TRUE
GRB 240619A,19.39332167,0.884,0.035,Detection,Unknown,2024,FALSE,TRUE
GRB 240619A,22.35277769,0.657,0.028,Detection,Unknown,2024,FALSE,TRUE
GRB 240619A,55.31304389,0.545,0.104,Detection,Unknown,2024,FALSE,TRUE
GRB 240619A,59.45724528,0.789,0.075,Detection,Unknown,2024,FALSE,TRUE
GRB 240619A,61.34304389,0.77,0.056,Detection,Unknown,2024,FALSE,TRUE
GRB 240619A,63.28010407,0.588,0.075,Detection,Unknown,2024,FALSE,TRUE
GRB 240730A,8.840344444,0.126,0,Non-Detection,Unknown,2024,TRUE,FALSE
GRB 240730A,16.92007824,0.183,0,Non-Detection,Unknown,2024,TRUE,FALSE
GRB 240730A,19.02424491,0.168,0,Non-Detection,Unknown,2024,TRUE,FALSE
GRB 240809A,1.482546019,0.6,0,Non-Detection,Unknown,2024,TRUE,FALSE
GRB 240910A,4.923572315,0.27,0,Non-Detection,Unknown,2024,TRUE,FALSE
GRB 240910A,18.84170889,0.558,0,Non-Detection,Unknown,2024,TRUE,FALSE
GRB 240912A,17.20353417,0.742,,Detection,1.234,2024,FALSE,FALSE
GRB 241002A,29.29998528,0.204,0,Non-Detection,Unknown,2024,TRUE,FALSE
GRB 241024A,1.585058981,0.321,0,Non-Detection,Unknown,2024,TRUE,FALSE
GRB 241030A,26.13715306,0.498,0,Non-Detection,Unknown,2024,TRUE,FALSE
GRB 250101A,2.235153611,0.186,0,Non-Detection,2.49,2025,TRUE,FALSE
GRB 250101A,7.207491574,0.516,0,Non-Detection,2.49,2025,TRUE,FALSE
GRB 251013C,6.183774352,0.922,0.046,Detection,0.572,2025,FALSE,TRUE
GRB 251013C,4.149758148,0.976,0.049,Detection,0.572,2025,FALSE,TRUE
GRB 251013C,2.173218796,0.565,0.028,Detection,0.572,2025,FALSE,TRUE
GRB 251013C,1.157952593,0.557,0.028,Detection,0.572,2025,FALSE,TRUE
GRB 251013C,9.136783611,1.887,0.094,Detection,0.572,2025,FALSE,TRUE
GRB 251013C,8.136760463,1.867,0.093,Detection,0.572,2025,FALSE,TRUE
GRB 251013C,10.13614704,1.868,0.093,Detection,0.572,2025,FALSE,TRUE
GRB 251013C,12.12651741,1.725,0.086,Detection,0.572,2025,FALSE,TRUE
GRB 251013C,14.12520954,2.014,0.101,Detection,0.572,2025,FALSE,TRUE
GRB 251013C,16.11974657,2,0.1,Detection,0.572,2025,FALSE,TRUE
GRB 251013C,24.1041563,1.351,0.068,Detection,0.572,2025,FALSE,TRUE
GRB 251013C,25.09240861,0.931,0.047,Detection,0.572,2025,FALSE,TRUE
GRB 251013C,32.07606602,1.651,0.083,Detection,0.572,2025,FALSE,TRUE
GRB 251013C,35.06510537,0.639,0.032,Detection,0.572,2025,FALSE,TRUE
GRB 251013C,38.0596887,0.613,0.031,Detection,0.572,2025,FALSE,TRUE
GRB 251013C,40.05076509,0.325,0.016,Detection,0.572,2025,FALSE,TRUE
GRB 251013C,42.06538315,0.748,0.037,Detection,0.572,2025,FALSE,TRUE
GRB 251013C,44.05092713,0.321,0.016,Detection,0.572,2025,FALSE,TRUE
GRB 251013C,48.02961926,0.523,0.026,Detection,0.572,2025,FALSE,TRUE
GRB 251013C,50.02275583,0.428,0.021,Detection,0.572,2025,FALSE,TRUE
GRB 251013C,53.01595028,0.423,0.021,Detection,0.572,2025,FALSE,TRUE
GRB 251013C,56.00985074,0.428,0.021,Detection,0.572,2025,FALSE,TRUE
GRB 251013C,80.93951509,0.33,0,Non-Detection,0.572,2025,TRUE,TRUE
GRB 251013C,88.91628593,0.51,0,Non-Detection,0.572,2025,TRUE,TRUE
GRB 251013C,96.91861231,0.57,0,Non-Detection,0.572,2025,TRUE,TRUE
GRB 251013C,108.8616679,0.618,0,Non-Detection,0.572,2025,TRUE,TRUE
